l_shoulder_z,elbow_z,l_shoulder_y,r_shoulder_y,elbow_real_z,hip_real_z,label
-0.6601823568344116,-0.17302276194095612,0.2548229694366455,0.27386361360549927,-0.047470927238464355,0.008004188537597656,4
-0.6712239384651184,-0.3830377757549286,0.2567014992237091,0.2803505063056946,-0.06604007631540298,0.007667307276278734,4
-0.7843876481056213,-0.632720410823822,0.2600577771663666,0.28176581859588623,-0.09366920590400696,-0.0013423148775473237,4
-0.8479329347610474,-0.6610690355300903,0.26153191924095154,0.28463807702064514,-0.10010243952274323,-0.008888505399227142,4
-0.8554188013076782,-0.7535266876220703,0.26374343037605286,0.2873811721801758,-0.10663322359323502,-0.016653496772050858,4
-0.8382019996643066,-0.8567954897880554,0.26476141810417175,0.2908092439174652,-0.11809811741113663,-0.018029503524303436,4
-0.842717707157135,-0.8462182879447937,0.2655279040336609,0.29571738839149475,-0.11943653970956802,-0.019837893545627594,4
-0.8374583721160889,-0.8094017505645752,0.26997411251068115,0.2988731563091278,-0.12347837537527084,-0.019469039514660835,4
-0.8377493619918823,-0.7834305167198181,0.2793745994567871,0.3027225732803345,-0.12566910684108734,-0.018716424703598022,4
-0.6763314604759216,-0.5499264597892761,0.2912853956222534,0.3082635700702667,-0.12142264097929001,-0.014805452898144722,4
-0.6284148097038269,-0.5237448215484619,0.29005157947540283,0.31351083517074585,-0.1197550892829895,-0.013863718137145042,4
-0.6522334814071655,-0.5363224148750305,0.29467499256134033,0.32111766934394836,-0.12145710736513138,-0.013459590263664722,4
-0.5973984599113464,-0.5026516318321228,0.30954602360725403,0.32987838983535767,-0.12061110883951187,-0.012787173502147198,4
-0.5085427761077881,-0.44350171089172363,0.3142664134502411,0.3343829810619354,-0.12018787860870361,-0.011659380979835987,4
-0.3952943980693817,-0.3123062551021576,0.3232594132423401,0.34167349338531494,-0.11404820531606674,-0.01146628987044096,4
-0.3869299292564392,-0.3128613233566284,0.33046579360961914,0.35607844591140747,-0.10365226119756699,-0.011251161806285381,1
-0.3147689402103424,-0.2743130028247833,0.335528701543808,0.35879430174827576,-0.08923482894897461,-0.007098203990608454,1
-0.3760373592376709,-0.3092391788959503,0.3397502303123474,0.36119985580444336,-0.08503026515245438,-0.004096221178770065,1
-0.3286636769771576,-0.28469473123550415,0.34639912843704224,0.3650602698326111,-0.07216601073741913,-0.002904570195823908,1
-0.36626267433166504,-0.2987012267112732,0.34948012232780457,0.3659823536872864,-0.07352571189403534,-0.0019130901200696826,1
-0.3707190155982971,-0.23839913308620453,0.3518825173377991,0.36671164631843567,-0.06615772843360901,-0.0002473763597663492,0
-0.3879058063030243,-0.2718100845813751,0.35231560468673706,0.3698936402797699,-0.06708784401416779,0.0005777060287073255,1
-0.5875579714775085,-0.47331658005714417,0.35394051671028137,0.37296631932258606,-0.08889402449131012,0.0007435248699039221,1
-0.5787478089332581,-0.43848535418510437,0.3555021286010742,0.37638333439826965,-0.0892624706029892,0.0026728054508566856,1
-0.6751183867454529,-0.5326699614524841,0.35805028676986694,0.3837280571460724,-0.11012057960033417,0.002643042244017124,1
-0.44800862669944763,-0.3244573771953583,0.3618869185447693,0.38690730929374695,-0.10614574700593948,0.0037944132927805185,1
-0.4056659936904907,-0.29418084025382996,0.3639029562473297,0.39013054966926575,-0.10049640387296677,0.004365799482911825,1
-0.505594789981842,-0.439109206199646,0.36334237456321716,0.3922538459300995,-0.11344871670007706,0.0010627784067764878,1
-0.5589237213134766,-0.4503631591796875,0.36418768763542175,0.39472630620002747,-0.1229151040315628,0.0010349467629566789,1
-0.5852431058883667,-0.5141831636428833,0.3645913004875183,0.39859524369239807,-0.14027108252048492,0.0006261395174078643,1
-0.5979010462760925,-0.5185622572898865,0.364123672246933,0.39966854453086853,-0.14530956745147705,0.0005861423560418189,4
-0.7421556711196899,-0.6205797791481018,0.364773154258728,0.4020160436630249,-0.1623799353837967,0.0006717372452840209,4
-0.7514507174491882,-0.6446304321289062,0.364608496427536,0.4062691926956177,-0.16959546506404877,-0.0016360386507585645,4
-0.731236457824707,-0.6402634382247925,0.3645344376564026,0.40989255905151367,-0.1690622717142105,-0.007559530902653933,4
-0.9190115332603455,-0.8780283331871033,0.36494767665863037,0.41208213567733765,-0.20752473175525665,-0.014011706225574017,4
-0.8801706433296204,-0.8635746240615845,0.36679476499557495,0.4131437838077545,-0.20376378297805786,-0.026891402900218964,4
-0.9077393412590027,-0.9114871621131897,0.36942243576049805,0.4145839512348175,-0.21599598228931427,-0.0431082583963871,4
-0.6688898205757141,-0.7411684989929199,0.37186482548713684,0.41407856345176697,-0.20863813161849976,-0.04696104675531387,4
-0.5447469353675842,-0.6121541857719421,0.3737843632698059,0.41374775767326355,-0.19544009864330292,-0.043060120195150375,1
-0.48331722617149353,-0.5548967719078064,0.37471020221710205,0.4133595824241638,-0.17545047402381897,-0.040751636028289795,1
-0.46611830592155457,-0.45440804958343506,0.3775731921195984,0.4147021174430847,-0.14752864837646484,-0.03489106148481369,1
-0.5232219099998474,-0.5073614120483398,0.3809965252876282,0.4159013330936432,-0.14252588152885437,-0.03197064623236656,1
-0.43733128905296326,-0.4693596065044403,0.38316887617111206,0.4156428873538971,-0.13905256986618042,-0.03148622438311577,1
-0.4784250259399414,-0.4959324598312378,0.38421452045440674,0.4172798693180084,-0.1391199678182602,-0.03122151829302311,1
-0.4973262548446655,-0.5136982798576355,0.38410037755966187,0.41708555817604065,-0.14056439697742462,-0.03163764253258705,1
-0.5094801783561707,-0.5465325713157654,0.3840875029563904,0.41677647829055786,-0.14136973023414612,-0.03146419674158096,1
-0.4118034541606903,-0.46371984481811523,0.38537728786468506,0.41672930121421814,-0.13969290256500244,-0.0319148413836956,1
-0.4132888913154602,-0.45524007081985474,0.3869406282901764,0.41658303141593933,-0.1386004388332367,-0.03550885245203972,1
-0.3887399733066559,-0.45300915837287903,0.3876875042915344,0.41643816232681274,-0.13951578736305237,-0.03604796901345253,1
-0.4124204218387604,-0.4655749797821045,0.3883950412273407,0.4163258969783783,-0.14358915388584137,-0.03623535856604576,1
-0.4038267135620117,-0.4695252776145935,0.3887483775615692,0.4164409935474396,-0.14486560225486755,-0.03629086911678314,1
-0.4058976471424103,-0.472102552652359,0.3886431157588959,0.41639095544815063,-0.15460678935050964,-0.037106189876794815,1
-0.42153120040893555,-0.47340723872184753,0.38865190744400024,0.41893669962882996,-0.15467403829097748,-0.03769684210419655,1
-0.42834731936454773,-0.4761553704738617,0.38861268758773804,0.4222794473171234,-0.15605755150318146,-0.03764776140451431,4
-0.4107959568500519,-0.4629859924316406,0.3885388970375061,0.42518478631973267,-0.15413498878479004,-0.03762947767972946,4
-0.39175450801849365,-0.4480865001678467,0.38815638422966003,0.43032386898994446,-0.1538272649049759,-0.03740212321281433,4
-0.39746448397636414,-0.46414968371391296,0.3861340582370758,0.43498116731643677,-0.15953297913074493,-0.038318485021591187,4
-0.3981837034225464,-0.4653874933719635,0.3840736746788025,0.4381873309612274,-0.1651262640953064,-0.03771354630589485,4
-0.35099583864212036,-0.39855149388313293,0.38260218501091003,0.4409782588481903,-0.16465498507022858,-0.037360526621341705,4
-0.3548571467399597,-0.3529127240180969,0.3803863823413849,0.441398948431015,-0.14960381388664246,-0.03890121355652809,4
-0.3579227030277252,-0.37124311923980713,0.3801010847091675,0.4440206289291382,-0.14592647552490234,-0.03931935131549835,4
-0.4177308976650238,-0.3764139413833618,0.3801175057888031,0.4491386115550995,-0.15080201625823975,-0.04092762991786003,4
-0.41806578636169434,-0.37861278653144836,0.37911686301231384,0.450527548789978,-0.15091389417648315,-0.0418921634554863,4
-0.47922149300575256,-0.4406309723854065,0.3773042857646942,0.44985494017601013,-0.16133633255958557,-0.04396527260541916,4
-0.5632554292678833,-0.5149256587028503,0.37553104758262634,0.4490029215812683,-0.17810630798339844,-0.047523919492959976,4
-0.6467713117599487,-0.5827008485794067,0.37565094232559204,0.44850829243659973,-0.1924702525138855,-0.04958717152476311,4
-0.5730458498001099,-0.4608009159564972,0.37604644894599915,0.44903722405433655,-0.16065403819084167,-0.049464091658592224,4
-0.592360258102417,-0.5125677585601807,0.37638136744499207,0.4519972801208496,-0.16293834149837494,-0.04879557713866234,4
-0.5930047631263733,-0.5460826754570007,0.37669405341148376,0.45315322279930115,-0.163152813911438,-0.046879738569259644,4
-0.6335448622703552,-0.6066111922264099,0.3790002167224884,0.4540059268474579,-0.16905027627944946,-0.046333491802215576,4
-0.6266717910766602,-0.6293620467185974,0.38025781512260437,0.4573706090450287,-0.17057833075523376,-0.04579433053731918,4
-0.6174659132957458,-0.5976844429969788,0.3814924955368042,0.46071723103523254,-0.16860035061836243,-0.04418066143989563,4
-0.5008857250213623,-0.5357388257980347,0.38148221373558044,0.4618058502674103,-0.16299238801002502,-0.040598414838314056,4
-0.49956953525543213,-0.535358190536499,0.38134923577308655,0.46387967467308044,-0.15984465181827545,-0.03807598724961281,4
-0.6173373460769653,-0.6168795824050903,0.38063541054725647,0.4632021188735962,-0.16655854880809784,-0.03799191489815712,4
-0.6580004692077637,-0.6469407677650452,0.38021624088287354,0.46274468302726746,-0.1810242086648941,-0.036294762045145035,4
-0.6296653747558594,-0.6295587420463562,0.3801662027835846,0.46228188276290894,-0.1898086816072464,-0.035398852080106735,4
-0.6599148511886597,-0.6348264217376709,0.38031795620918274,0.46199119091033936,-0.19889631867408752,-0.036463744938373566,4
-0.6459516882896423,-0.6271880269050598,0.38078245520591736,0.4617827534675598,-0.20872372388839722,-0.04460914060473442,4
-0.7275556921958923,-0.7075507044792175,0.38089972734451294,0.4614078104496002,-0.22626082599163055,-0.04652106389403343,4
-0.7275087237358093,-0.7216466069221497,0.3810620605945587,0.4604254961013794,-0.23336052894592285,-0.048287879675626755,4
-0.8176883459091187,-0.8495991230010986,0.3827153146266937,0.4572380781173706,-0.25419488549232483,-0.04959731176495552,4
-0.8533281683921814,-0.8711144924163818,0.38610556721687317,0.4547452926635742,-0.26942765712738037,-0.05246833339333534,4
-0.7940449118614197,-0.7976378798484802,0.3885798156261444,0.45547211170196533,-0.2570165693759918,-0.05219842493534088,4
-0.8170864582061768,-0.8246071338653564,0.3911907374858856,0.45606729388237,-0.2641076445579529,-0.05333544313907623,4
-0.794026792049408,-0.8290454745292664,0.3933066427707672,0.45746728777885437,-0.2661496102809906,-0.0572076290845871,4
-0.7339186072349548,-0.7824631929397583,0.394998699426651,0.4600103497505188,-0.2637157440185547,-0.05778297781944275,4
-0.6633292436599731,-0.7341017723083496,0.3951711058616638,0.46018779277801514,-0.2610708773136139,-0.05758826434612274,4
-0.5241922736167908,-0.6284658908843994,0.39492377638816833,0.4597473442554474,-0.22528783977031708,-0.05683663859963417,4
-0.5731297731399536,-0.6523556113243103,0.3954419791698456,0.45418035984039307,-0.22349140048027039,-0.05667497217655182,4
-0.5664483904838562,-0.6238929629325867,0.3953688442707062,0.4474426507949829,-0.21068063378334045,-0.056531306356191635,4
-0.5452187657356262,-0.5708973407745361,0.3945213556289673,0.44556933641433716,-0.1910126954317093,-0.053008586168289185,4
-0.5675792098045349,-0.5741965770721436,0.39404869079589844,0.44390931725502014,-0.18514062464237213,-0.04921603575348854,4
-0.5390449166297913,-0.5363535284996033,0.3934888243675232,0.4413566291332245,-0.17481629550457,-0.043713852763175964,4
-0.48241129517555237,-0.458173930644989,0.3939652442932129,0.43914344906806946,-0.16099752485752106,-0.03699897974729538,4
-0.4439193606376648,-0.42835602164268494,0.3947523832321167,0.43731263279914856,-0.1565549671649933,-0.028482558205723763,4
-0.3457088768482208,-0.3581165075302124,0.3957105576992035,0.43527087569236755,-0.15097995102405548,-0.024637356400489807,4
-0.339962363243103,-0.32973453402519226,0.3964557945728302,0.43474462628364563,-0.13021652400493622,-0.02224499173462391,4
-0.3825267553329468,-0.35043254494667053,0.3985729515552521,0.434121698141098,-0.11778225004673004,-0.012859141454100609,4
-0.28414610028266907,-0.16363728046417236,0.3996122181415558,0.4337384104728699,-0.08711601793766022,0.0004323527100495994,1
-0.2847456932067871,-0.17982187867164612,0.40032145380973816,0.43318697810173035,-0.07943396270275116,0.0014877179637551308,1
-0.231430783867836,-0.12334798276424408,0.40214449167251587,0.43089964985847473,-0.0877537801861763,0.0047798980958759785,1
-0.2603708505630493,-0.11862175911664963,0.40466269850730896,0.4287819266319275,-0.09609661251306534,0.008614600636065006,1
-0.39469531178474426,-0.16193200647830963,0.407146155834198,0.4259875416755676,-0.09867782145738602,0.006439225282520056,1
-0.4474112391471863,-0.2164965122938156,0.4097811281681061,0.42295312881469727,-0.10273725539445877,0.006866653449833393,0
-0.5346894860267639,-0.2812618315219879,0.4119364023208618,0.42025595903396606,-0.10553758591413498,0.007635196670889854,0
-0.638518214225769,-0.3647552728652954,0.4129475951194763,0.41764992475509644,-0.10781453549861908,0.007468247786164284,0
-0.6758326888084412,-0.4016128480434418,0.41443732380867004,0.4161755442619324,-0.11473700404167175,0.006783733144402504,0
-0.6026283502578735,-0.279195100069046,0.41550347208976746,0.41470491886138916,-0.1046764999628067,0.007154783234000206,0
-0.5652265548706055,-0.2815302908420563,0.41722729802131653,0.41322624683380127,-0.10571587830781937,0.007573551032692194,0
-0.3911544382572174,-0.14860227704048157,0.4190656840801239,0.41201335191726685,-0.09493386745452881,0.01362825371325016,0
-0.31722015142440796,-0.08103028684854507,0.41961801052093506,0.4109669327735901,-0.07861453294754028,0.018489385023713112,0
-0.3700571060180664,-0.14143821597099304,0.4205833971500397,0.4095836281776428,-0.08089373260736465,0.019022338092327118,0
-0.3573911786079407,-0.11000525206327438,0.421265184879303,0.4088614583015442,-0.07153628021478653,0.0201911311596632,0
-0.4046855866909027,-0.14140813052654266,0.42220479249954224,0.40826767683029175,-0.07421069592237473,0.01983431912958622,0
-0.31277409195899963,-0.06123477965593338,0.4219675660133362,0.40690478682518005,-0.056420326232910156,0.02027023956179619,2
-0.3021869659423828,-0.039227280765771866,0.4218674600124359,0.40637049078941345,-0.05000315234065056,0.021899394690990448,2
-0.3324653208255768,-0.07415685802698135,0.42230087518692017,0.4064582884311676,-0.05228086933493614,0.022771138697862625,2
-0.262949138879776,-0.01600656285881996,0.4223041534423828,0.4066411256790161,-0.0394117534160614,0.022740112617611885,2
-0.27104297280311584,-0.01749875769019127,0.4220133125782013,0.40639060735702515,-0.036998990923166275,0.023045893758535385,2
-0.2898087203502655,-0.03453649953007698,0.42135658860206604,0.40649569034576416,-0.038267526775598526,0.023609723895788193,0
-0.30619320273399353,-0.02672511152923107,0.42076459527015686,0.40632230043411255,-0.03965163230895996,0.024838479235768318,0
-0.2758067548274994,-0.005969242192804813,0.4201490581035614,0.40569552779197693,-0.04091941565275192,0.024760311469435692,0
-0.2614445984363556,0.014745376072824001,0.41994455456733704,0.4057483375072479,-0.03863883391022682,0.025157900527119637,0
-0.27715185284614563,-0.0017404428217560053,0.419291228055954,0.4057908356189728,-0.038604557514190674,0.024596761912107468,0
-0.4250146448612213,-0.11738620698451996,0.4191230833530426,0.40588662028312683,-0.05809169262647629,0.024716557934880257,0
-0.39506062865257263,-0.1052238717675209,0.4190400540828705,0.4063740372657776,-0.0577363446354866,0.024622531607747078,0
-0.432399719953537,-0.16554683446884155,0.4189566373825073,0.40692704916000366,-0.0740768313407898,0.024560511112213135,0
-0.5011827349662781,-0.22043870389461517,0.4185487926006317,0.4072794020175934,-0.08372244983911514,0.023940371349453926,0
-0.4882819950580597,-0.19813328981399536,0.41805341839790344,0.4083194434642792,-0.08315761387348175,0.02384001947939396,0
-0.4626653492450714,-0.16884277760982513,0.4175696074962616,0.4094603955745697,-0.07927628606557846,0.02388629876077175,0
-0.3579222857952118,-0.08910293132066727,0.4161278307437897,0.40999364852905273,-0.06457746028900146,0.024116182699799538,0
-0.35674095153808594,-0.09033990651369095,0.41556796431541443,0.41053491830825806,-0.06172362342476845,0.024106841534376144,0
-0.342650443315506,-0.0859319418668747,0.4152470529079437,0.41087764501571655,-0.06050490215420723,0.02434500679373741,0
-0.3701234459877014,-0.10539355874061584,0.4150864779949188,0.4109378457069397,-0.06272851675748825,0.02440013363957405,0
-0.4509190618991852,-0.18560589849948883,0.4149547517299652,0.4110516309738159,-0.06652024388313293,0.024416005238890648,0
-0.4684848487377167,-0.20140497386455536,0.4149044156074524,0.4113432466983795,-0.07054078578948975,0.02439196966588497,0
-0.48331204056739807,-0.21601974964141846,0.4148308038711548,0.4115610718727112,-0.07521682977676392,0.024392807856202126,0
-0.4815167486667633,-0.21284368634223938,0.4147140681743622,0.4120531380176544,-0.07600411772727966,0.02443877048790455,0
-0.48622792959213257,-0.21585862338542938,0.41457638144493103,0.41239264607429504,-0.07759125530719757,0.024492405354976654,0
-0.48993921279907227,-0.2145109474658966,0.4144037663936615,0.4128241539001465,-0.0777038037776947,0.024555450305342674,0
-0.48076578974723816,-0.2079905867576599,0.4141562283039093,0.4131064713001251,-0.0774868056178093,0.02463497780263424,0
-0.41285428404808044,-0.14752145111560822,0.41396576166152954,0.4132406413555145,-0.06620099395513535,0.025066424161195755,0
-0.4045485556125641,-0.1377478837966919,0.4137061536312103,0.41330912709236145,-0.05985628440976143,0.02511119283735752,0
-0.40805065631866455,-0.1278049200773239,0.4135058522224426,0.41331416368484497,-0.05790099874138832,0.025131037458777428,0
-0.4237150549888611,-0.13085924088954926,0.41331911087036133,0.4133182466030121,-0.059789273887872696,0.02477370761334896,0
-0.42414167523384094,-0.13571250438690186,0.4130641520023346,0.41333410143852234,-0.06013046205043793,0.024633707478642464,0
-0.43389689922332764,-0.14930294454097748,0.41284459829330444,0.4133950173854828,-0.06204375997185707,0.024322623386979103,0
-0.4525690972805023,-0.16387839615345,0.4128163456916809,0.4134937524795532,-0.06601464003324509,0.023862145841121674,0
-0.3981649875640869,-0.11709313839673996,0.4126704931259155,0.4136822819709778,-0.05552631989121437,0.023761315271258354,0
-0.3992401361465454,-0.13564573228359222,0.41247284412384033,0.41395363211631775,-0.057350531220436096,0.023602744564414024,0
-0.40033474564552307,-0.13508513569831848,0.4114859402179718,0.41418105363845825,-0.05754184350371361,0.02360851876437664,0
-0.42116108536720276,-0.16305787861347198,0.4096696078777313,0.41440874338150024,-0.06011669337749481,0.023501107469201088,0
-0.40938177704811096,-0.15695533156394958,0.40699708461761475,0.41441887617111206,-0.05863940343260765,0.023015135899186134,0
-0.46636152267456055,-0.21721284091472626,0.4039645791053772,0.4144854247570038,-0.06907238811254501,0.021281374618411064,0
-0.39779582619667053,-0.13156332075595856,0.40115126967430115,0.41463571786880493,-0.06299532204866409,0.02088477835059166,0
-0.4111776351928711,-0.13616076111793518,0.39871132373809814,0.41464927792549133,-0.06284072250127792,0.020878057926893234,1
-0.4510055482387543,-0.15532128512859344,0.3967343866825104,0.41463181376457214,-0.0650063082575798,0.020760532468557358,1
-0.47672295570373535,-0.17170266807079315,0.39549580216407776,0.41464024782180786,-0.06553184986114502,0.019700312986969948,1
-0.41834765672683716,-0.0988946184515953,0.3929573893547058,0.4145849347114563,-0.04917953908443451,0.019828520715236664,1
-0.2991017997264862,0.018394608050584793,0.3918532133102417,0.41450926661491394,-0.02583630196750164,0.019637830555438995,1
-0.3386378884315491,-0.03161785006523132,0.39072859287261963,0.41449376940727234,-0.027518298476934433,0.01842651516199112,1
-0.3899076581001282,-0.08352643996477127,0.3896810710430145,0.41449519991874695,-0.031688105314970016,0.017745820805430412,1
-0.36538395285606384,-0.05573825538158417,0.3888489007949829,0.4144965708255768,-0.030471427366137505,0.01774020865559578,1
-0.3312544524669647,-0.023771580308675766,0.38826826214790344,0.4145134687423706,-0.02576913684606552,0.01768864504992962,1
-0.30604803562164307,-0.0003428555792197585,0.3875006139278412,0.4144999384880066,-0.020842429250478745,0.01766214519739151,1
-0.31694892048835754,-0.02181866765022278,0.38677018880844116,0.4144534170627594,-0.02107188291847706,0.01757746748626232,4
-0.34055718779563904,-0.032161202281713486,0.3867139518260956,0.4144729673862457,-0.021054048091173172,0.01777699775993824,4
-0.3453158140182495,-0.02675364911556244,0.38633954524993896,0.4144655466079712,-0.01779778301715851,0.01783682592213154,4
-0.317810595035553,-0.00020871617016382515,0.3858785927295685,0.4144376218318939,-0.012953181751072407,0.01787422224879265,4
-0.3039187490940094,0.011286800727248192,0.38560304045677185,0.4144079089164734,-0.008263171650469303,0.017878945916891098,4
-0.3388187885284424,-0.006640532054007053,0.3851606249809265,0.4143967032432556,-0.00984911434352398,0.018109777942299843,4
-0.3792584538459778,-0.04927973821759224,0.38468122482299805,0.4143957197666168,-0.013199041597545147,0.01824193261563778,1
-0.4047945439815521,-0.0750047117471695,0.3841155171394348,0.41438570618629456,-0.01688191667199135,0.018559260293841362,4
-0.40299150347709656,-0.0732123926281929,0.383958637714386,0.4143919050693512,-0.01705145463347435,0.018749941140413284,4
-0.37179049849510193,-0.048646360635757446,0.38393402099609375,0.4143902063369751,-0.016403157263994217,0.018825143575668335,4
